open_time,open,high,low,close,volume,close_time
2025-10-13T05:25:00Z,114625.96000000,114713.83000000,114607.75000000,114713.83000000,26.18511000,2025-10-13T05:29:59Z
2025-10-13T05:30:00Z,114713.82000000,114720.08000000,114550.75000000,114581.95000000,116.70609000,2025-10-13T05:34:59Z
2025-10-13T05:35:00Z,114581.95000000,114683.87000000,114532.06000000,114683.87000000,271.78611000,2025-10-13T05:39:59Z
2025-10-13T05:40:00Z,114683.87000000,114736.24000000,114582.26000000,114582.26000000,49.47910000,2025-10-13T05:44:59Z
2025-10-13T05:45:00Z,114582.27000000,114647.43000000,114537.21000000,114647.42000000,145.67113000,2025-10-13T05:49:59Z
2025-10-13T05:50:00Z,114647.43000000,114683.86000000,114574.79000000,114641.12000000,20.98420000,2025-10-13T05:54:59Z
2025-10-13T05:55:00Z,114641.11000000,114669.31000000,114589.99000000,114611.82000000,13.33253000,2025-10-13T05:59:59Z
2025-10-13T06:00:00Z,114611.82000000,114646.21000000,114417.77000000,114518.56000000,50.26312000,2025-10-13T06:04:59Z
2025-10-13T06:05:00Z,114518.56000000,114789.34000000,114518.00000000,114780.96000000,37.70425000,2025-10-13T06:09:59Z
2025-10-13T06:10:00Z,114780.97000000,114840.00000000,114699.92000000,114780.11000000,36.48717000,2025-10-13T06:14:59Z
2025-10-13T06:15:00Z,114780.12000000,115123.71000000,114758.69000000,115035.02000000,129.10116000,2025-10-13T06:19:59Z
2025-10-13T06:20:00Z,115035.03000000,115092.00000000,114942.00000000,114942.00000000,42.80255000,2025-10-13T06:24:59Z
2025-10-13T06:25:00Z,114942.00000000,115100.00000000,114916.86000000,115099.99000000,31.72247000,2025-10-13T06:29:59Z
2025-10-13T06:30:00Z,115099.99000000,115379.84000000,115018.00000000,115124.00000000,79.69654000,2025-10-13T06:34:59Z
2025-10-13T06:35:00Z,115124.01000000,115179.11000000,115089.32000000,115145.66000000,34.57737000,2025-10-13T06:39:59Z
2025-10-13T06:40:00Z,115145.66000000,115186.00000000,114992.61000000,115002.72000000,28.71209000,2025-10-13T06:44:59Z
2025-10-13T06:45:00Z,115002.71000000,115034.66000000,114911.12000000,115009.21000000,30.92405000,2025-10-13T06:49:59Z
2025-10-13T06:50:00Z,115009.20000000,115252.29000000,114975.06000000,115226.03000000,62.71469000,2025-10-13T06:54:59Z
2025-10-13T06:55:00Z,115226.03000000,115290.44000000,115216.81000000,115221.22000000,34.70675000,2025-10-13T06:59:59Z
2025-10-13T07:00:00Z,115221.23000000,115352.61000000,115034.00000000,115128.68000000,43.54744000,2025-10-13T07:04:59Z
2025-10-13T07:05:00Z,115128.69000000,115294.27000000,115050.00000000,115211.03000000,72.69811000,2025-10-13T07:09:59Z
2025-10-13T07:10:00Z,115211.03000000,115485.80000000,115211.03000000,115399.66000000,76.44540000,2025-10-13T07:14:59Z
2025-10-13T07:15:00Z,115399.65000000,115443.37000000,115362.26000000,115414.54000000,33.42809000,2025-10-13T07:19:59Z
2025-10-13T07:20:00Z,115414.55000000,115440.00000000,115325.01000000,115435.95000000,32.39721000,2025-10-13T07:24:59Z
2025-10-13T07:25:00Z,115435.95000000,115552.01000000,115376.23000000,115493.80000000,74.60565000,2025-10-13T07:29:59Z
2025-10-13T07:30:00Z,115493.80000000,115528.96000000,115354.14000000,115434.77000000,79.09019000,2025-10-13T07:34:59Z
2025-10-13T07:35:00Z,115434.77000000,115554.83000000,115352.00000000,115475.34000000,81.61073000,2025-10-13T07:39:59Z
2025-10-13T07:40:00Z,115475.34000000,115535.31000000,115429.92000000,115429.93000000,109.13950000,2025-10-13T07:44:59Z
2025-10-13T07:45:00Z,115429.92000000,115429.93000000,115101.02000000,115188.12000000,123.43478000,2025-10-13T07:49:59Z
2025-10-13T07:50:00Z,115188.11000000,115249.20000000,115133.97000000,115249.19000000,97.60972000,2025-10-13T07:54:59Z
2025-10-13T07:55:00Z,115249.19000000,115399.67000000,115237.25000000,115399.67000000,92.60633000,2025-10-13T07:59:59Z
2025-10-13T08:00:00Z,115399.66000000,115415.64000000,115204.00000000,115305.99000000,111.01215000,2025-10-13T08:04:59Z
2025-10-13T08:05:00Z,115305.98000000,115317.13000000,115214.62000000,115304.32000000,57.37934000,2025-10-13T08:09:59Z
2025-10-13T08:10:00Z,115304.31000000,115344.00000000,115179.75000000,115320.72000000,34.87726000,2025-10-13T08:14:59Z
2025-10-13T08:15:00Z,115320.73000000,115401.77000000,115138.00000000,115290.45000000,49.83429000,2025-10-13T08:19:59Z
2025-10-13T08:20:00Z,115290.44000000,115360.10000000,115197.26000000,115249.21000000,35.26268000,2025-10-13T08:24:59Z
2025-10-13T08:25:00Z,115249.21000000,115295.89000000,115151.77000000,115290.70000000,34.44784000,2025-10-13T08:29:59Z
2025-10-13T08:30:00Z,115290.71000000,115362.66000000,115272.89000000,115362.65000000,40.77190000,2025-10-13T08:34:59Z
2025-10-13T08:35:00Z,115362.65000000,115374.16000000,115304.87000000,115350.31000000,51.49237000,2025-10-13T08:39:59Z
2025-10-13T08:40:00Z,115350.31000000,115427.00000000,115164.22000000,115212.11000000,75.62783000,2025-10-13T08:44:59Z
2025-10-13T08:45:00Z,115212.11000000,115270.15000000,115175.71000000,115270.14000000,34.03907000,2025-10-13T08:49:59Z
2025-10-13T08:50:00Z,115270.14000000,115406.46000000,115270.14000000,115393.41000000,48.60725000,2025-10-13T08:54:59Z
2025-10-13T08:55:00Z,115393.40000000,115438.17000000,115254.22000000,115254.23000000,71.49989000,2025-10-13T08:59:59Z
2025-10-13T09:00:00Z,115254.23000000,115254.23000000,115114.66000000,115184.52000000,211.38623000,2025-10-13T09:04:59Z
2025-10-13T09:05:00Z,115184.51000000,115249.20000000,115124.64000000,115162.20000000,60.04684000,2025-10-13T09:09:59Z
2025-10-13T09:10:00Z,115162.21000000,115185.03000000,114748.38000000,114801.34000000,268.10346000,2025-10-13T09:14:59Z
2025-10-13T09:15:00Z,114801.34000000,114985.44000000,114781.62000000,114902.34000000,172.04585000,2025-10-13T09:19:59Z
2025-10-13T09:20:00Z,114902.33000000,114995.11000000,114869.60000000,114939.06000000,64.01820000,2025-10-13T09:24:59Z
2025-10-13T09:25:00Z,114939.06000000,114963.85000000,114882.00000000,114950.00000000,31.61272000,2025-10-13T09:29:59Z
2025-10-13T09:30:00Z,114950.00000000,115084.00000000,114928.00000000,115083.82000000,48.96461000,2025-10-13T09:34:59Z
2025-10-13T09:35:00Z,115083.83000000,115169.64000000,115023.08000000,115062.00000000,39.43629000,2025-10-13T09:39:59Z
2025-10-13T09:40:00Z,115062.01000000,115138.36000000,115062.00000000,115113.08000000,30.12823000,2025-10-13T09:44:59Z
2025-10-13T09:45:00Z,115113.08000000,115176.65000000,115088.67000000,115133.35000000,46.80256000,2025-10-13T09:49:59Z
2025-10-13T09:50:00Z,115133.36000000,115179.13000000,115120.69000000,115177.99000000,27.69166000,2025-10-13T09:54:59Z
2025-10-13T09:55:00Z,115178.00000000,115199.58000000,115103.73000000,115127.04000000,37.32891000,2025-10-13T09:59:59Z
2025-10-13T10:00:00Z,115127.05000000,115162.00000000,114983.76000000,115045.88000000,76.28348000,2025-10-13T10:04:59Z
2025-10-13T10:05:00Z,115045.88000000,115116.00000000,114983.76000000,115074.29000000,69.27450000,2025-10-13T10:09:59Z
2025-10-13T10:10:00Z,115074.28000000,115074.29000000,114942.40000000,114986.55000000,68.97881000,2025-10-13T10:14:59Z
2025-10-13T10:15:00Z,114986.56000000,115014.00000000,114823.26000000,114967.49000000,50.04802000,2025-10-13T10:19:59Z
2025-10-13T10:20:00Z,114967.48000000,115051.50000000,114904.00000000,115045.97000000,26.60643000,2025-10-13T10:24:59Z
2025-10-13T10:25:00Z,115045.22000000,115050.00000000,114884.69000000,114884.69000000,150.19353000,2025-10-13T10:29:59Z
2025-10-13T10:30:00Z,114884.69000000,114937.27000000,114799.54000000,114855.70000000,137.94055000,2025-10-13T10:34:59Z
2025-10-13T10:35:00Z,114855.70000000,114920.02000000,114784.00000000,114784.01000000,175.22355000,2025-10-13T10:39:59Z
